pathway,4553 TRNA,4573 TRNR,4570 TRNN,4555 TRND,4511 TRNC,4572 TRNQ,4556 TRNE,4563 TRNG,4564 TRNH,4565 TRNI,4568 TRNL2,4567 TRNL1,4566 TRNK,4569 TRNM,4558 TRNF,4571 TRNP,4575 TRNS2,4574 TRNS1,4576 TRNT,4578 TRNW,4579 TRNY,4577 TRNV,4549 RNR1,4550 RNR2,100169751 RNA5S1,100169767 RNA5S16,100169757 RNA5S6,100169762 RNA5S11,100169756 RNA5S5,100169764 RNA5S13,100169755 RNA5S4,100169754 RNA5S3,100169753 RNA5S2,100169761 RNA5S10,100169763 RNA5S12,100169759 RNA5S8,100169758 RNA5S7,100169765 RNA5S14,100169766 RNA5S15,100169768 RNA5S17,100169760 RNA5S9,100008587 RNA5-8SN5,106632260 RNA5-8SN1,109864281 RNA5-8SN2,109910381 RNA5-8SN3,109864274 RNA5-8SN4,406904 MIR1-1,406905 MIR1-2,407043 MIR7-1,407044 MIR7-2,407045 MIR7-3,407046 MIR9-1,407047 MIR9-2,407051 MIR9-3,406902 MIR10A,406903 MIR10B,406948 MIR15A,406949 MIR15B,406950 MIR16-1,406951 MIR16-2,406952 MIR17,406953 MIR18A,574033 MIR18B,406979 MIR19A,406981 MIR19B2,406980 MIR19B1,406982 MIR20A,574032 MIR20B,406991 MIR21,407004 MIR22,407010 MIR23A,407011 MIR23B,100500809 MIR23C,407012 MIR24-1,407013 MIR24-2,407014 MIR25,407015 MIR26A1,407016 MIR26A2,407017 MIR26B,407018 MIR27A,407019 MIR27B,407020 MIR28,407021 MIR29A,407024 MIR29B1,407025 MIR29B2,407026 MIR29C,407034 MIR30E,407033 MIR30D,407029 MIR30A,407030 MIR30B,407031 MIR30C1,407032 MIR30C2,407035 MIR31,407036 MIR32,407040 MIR34A,407041 MIR34B,407042 MIR34C,407048 MIR92A1,407049 MIR92A2,407050 MIR93,407053 MIR96,407054 MIR98,407055 MIR99A,406892 MIR100,406893 MIR101-1,406894 MIR101-2,406895 MIR103A1,100302282 MIR103B2,406896 MIR103A2,100302238 MIR103B1,406899 MIR106A,406900 MIR106B,406901 MIR107,406906 MIR122,406907 MIR124-1,406909 MIR124-3,406908 MIR124-2,406910 MIR125A,406911 MIR125B1,406912 MIR125B2,406913 MIR126,406915 MIR128-1,406916 MIR128-2,406917 MIR129-1,406918 MIR129-2,406919 MIR130A,406920 MIR130B,406922 MIR133A1,406923 MIR133A2,442890 MIR133B,442891 MIR135B,406926 MIR135A2,406925 MIR135A1,406928 MIR137,406932 MIR140,406933 MIR141,406934 MIR142,406935 MIR143,406937 MIR145,406938 MIR146A,574447 MIR146B,406939 MIR147A,100126311 MIR147B,406941 MIR149,406942 MIR150,442893 MIR151A,406943 MIR152,406947 MIR155,406954 MIR181A2,406995 MIR181A1,406955 MIR181B1,406956 MIR181B2,406957 MIR181C,574457 MIR181D,406958 MIR182,406959 MIR183,406960 MIR184,406961 MIR185,406962 MIR186,406966 MIR191,406967 MIR192,574455 MIR193B,406969 MIR194-1,406970 MIR194-2,406971 MIR195,406972 MIR196A1,406973 MIR196A2,442920 MIR196B,406974 MIR197,406976 MIR199A1,406977 MIR199A2,406978 MIR199B,406983 MIR200A,406984 MIR200B,406985 MIR200C,574448 MIR202,406986 MIR203A,100616173 MIR203B,406987 MIR204,406988 MIR205,406989 MIR206,406992 MIR210,406994 MIR212,406996 MIR214,406997 MIR215,406998 MIR216A,100126319 MIR216B,406999 MIR217,407000 MIR218-1,407001 MIR218-2,407002 MIR219A1,407003 MIR219A2,100616335 MIR219B,407006 MIR221,407007 MIR222,407008 MIR223,407009 MIR224,407027 MIR301A,100126318 MIR301B,442895 MIR302C,407037 MIR320A,100313769 MIR320B2,100302117 MIR320B1,100302135 MIR320C1,100302195 MIR320C2,442898 MIR324,442900 MIR326,442901 MIR328,442902 MIR330,442903 MIR331,442904 MIR335,442909 MIR342,442910 MIR345,574031 MIR363,442912 MIR367,442915 MIR370,442916 MIR371A,100616185 MIR371B,442917 MIR372,442918 MIR373,494324 MIR375,664615 MIR376A2,574435 MIR376B,494325 MIR376A1,442913 MIR376C,494327 MIR378A,100422867 MIR378C,100422933 MIR378B,100616492 MIR378F,100616201 MIR378D1,100616169 MIR378D2,102465136 MIR378J,100616498 MIR378E,494328 MIR379,494335 MIR423,494336 MIR424,554210 MIR429,574034 MIR433,554213 MIR449A,693123 MIR449B,574411 MIR451A,574412 MIR452,768216 MIR454,619552 MIR483,574436 MIR485,619554 MIR486-1,102465696 MIR486-2,574441 MIR488,574452 MIR494,574456 MIR497,574502 MIR500A,574506 MIR503,574462 MIR515-1,574465 MIR515-2,574479 MIR517A,574492 MIR517C,574483 MIR517B,574488 MIR518A1,574491 MIR518A2,574467 MIR520A,574484 MIR520G,574493 MIR520H,574473 MIR520B,574461 MIR520E,574476 MIR520C,574497 MIR527,693142 MIR557,693159 MIR574,693164 MIR579,693169 MIR584,693178 MIR593,693180 MIR595,693187 MIR602,693188 MIR603,693193 MIR608,693197 MIR612,693200 MIR615,693206 MIR621,693210 MIR625,693219 MIR634,693227 MIR642A,693231 MIR646,693234 MIR649,723778 MIR650,724022 MIR652,100126348 MIR760,100126306 MIR888,100302263 MIR1908,406881 MIRLET7A1,406882 MIRLET7A2,406883 MIRLET7A3,406884 MIRLET7B,406886 MIRLET7D,406887 MIRLET7E,406888 MIRLET7F1,406889 MIRLET7F2,406890 MIRLET7G,406891 MIRLET7I,406885 MIRLET7C,26863 RNVU1-18,26870 RNU1-2,6060 RNU1-4,26869 RNU1-3,26871 RNU1-1,26864 RNVU1-7,101954273 RNVU1-1,101954268 RNVU1-20,101954264 RNVU1-4,6066 RNU2-1,26834 RNU4-2,26835 RNU4-1,26831 RNU5A-1,26827 RNU6-1,101954271 RNU6-9,780851 SNORD3A,780853 SNORD3C,780852 SNORD3B-2,26851 SNORD3B-1,109617015 SNORD3E,85391 SNORD14E,85389 SNORD14C,85388 SNORD14B,85390 SNORD14D,26822 SNORD14A,595098 SNORD18A,595099 SNORD18B,595100 SNORD18C,26820 SNORD24,677848 SNORD1A,677849 SNORD1B,677850 SNORD1C,619567 SNORD2,6080 SNORA73A,6023 RMRP,6315 ATXN8OS,7012 TERC
has03100 Noncoding RNAs ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
