pathway,30816 ERVW-1,405754 ERVFRD-1,105373297 ERVFC1,100271846 ERVV-2,147664 ERVV-1,100288413 ERVMER34-1,2086 ERV3-1
has03210 Viral fusion proteins ,1,1,1,1,1,1,1
